ad_id,text,text_detected_entities,text_start,text_end,field,CAND,TONE,CAND_name,chunk1,chunk2
CR09409847628377620481,$T$ is counting on grassroots donations to win this Senate race. Give today.,WMPID787,0,11,ad_text,1425,1,Val Demings,"", is counting on grassroots donations to win this Senate race. Give today.
CR09424316101887524865,Vote to protect abortion access. Vote for $T$.,WMPID1516,42,64,ad_text,1220,1,Catherine Cortez Masto,Vote to protect abortion access. Vote for ,.
CR09554153031965081601,$T$ is not on the side of Hudson Valley families.,WMPID3771,0,13,ad_text,225,-1,Colin Schmitt,"", is not on the side of Hudson Valley families.
CR10119517031884652545,$T$ is running for Senate to stop the Democrat agenda and save the American Dream.,WMPID1495,0,9,ad_text,1415,1,Tim Scott,"", is running for Senate to stop the Democrat agenda and save the American Dream.
CR10254694770974654465,Gun grabbers like $T$ want to keep you from protecting your family.,WMPID1330,18,33,ad_text,1377,-1,Raphael Warnock,Gun grabbers like , want to keep you from protecting your family.
CR10297296998260277249,La'Ron $T$ celebrated overturning Roe and would support a nationwide abortion ban.,WMPID4247,7,17,ad_text,680,-1,La'Ron Desmond Singletary,La'Ron , celebrated overturning Roe and would support a nationwide abortion ban.
CR10420631966326980609,$T$ is dedicated to America’s middle class,WMPID897,0,5,ad_text,1128,1,Tom Emmer,"", is dedicated to America’s middle class
CR10453274267532394497,"$T$ supported banning abortion, with no exceptions for rape or incest.",WMPID1405,0,10,ad_text,1250,-1,Don Bolduc,""," supported banning abortion, with no exceptions for rape or incest."
CR10595725619637518337,Make a plan to vote for $T$.,WMPID1269,24,42,ad_text,5,1,Abigail Spanberger,Make a plan to vote for ,.
CR10680386090830921729,$T$ is running for Senate in the #1 battleground race in America. Chip-in now!Chip-in $25 Right NowChip-in $50 Right NowChip-in $250 Right NowChip-in $100 Right Now,WMPID2987,0,11,ad_text,1197,1,Adam Laxalt,"", is running for Senate in the #1 battleground race in America. Chip-in now!Chip-in $25 Right NowChip-in $50 Right NowChip-in $250 Right NowChip-in $100 Right Now
CR10774073277610459137,Republican candidate $T$ wanted a national abortion BAN. He's too extreme for AZ,WMPID3907,21,34,ad_text,1208,-1,Blake Masters,Republican candidate , wanted a national abortion BAN. He's too extreme for AZ
CR10850297402242367489,$T$ is fighting to protect 5 critical House seats and our entire Majority. Keep up the fight and help Nancy hold our Democratic House.,WMPID1052,0,12,ad_text,875,1,Nancy Pelosi,"", is fighting to protect 5 critical House seats and our entire Majority. Keep up the fight and help Nancy hold our Democratic House.
CR10939034999990517761,$T$ is running to represent you and the Third Congressional District of Minnesota,WMPID4223,0,10,ad_text,1135,1,Tom Weiler,"", is running to represent you and the Third Congressional District of Minnesota
CR11096275058367135745,"Prove you’re a top conservative by endorsing $T$ now! It’s Marco. I am fighting for the American Dream, but I can’t do it without you.",WMPID1321,45,56,ad_text,1333,1,Marco Rubio,Prove you’re a top conservative by endorsing ," now! It’s Marco. I am fighting for the American Dream, but I can’t do it without you."
CR11123372728592105473,$T$ has made it his mission to make our country safer and stronger.,WMPID1505,0,10,ad_text,1418,1,Todd Young,"", has made it his mission to make our country safer and stronger.
CR11367138579638648833,We must fire $T$,WMPID1072,13,23,ad_text,853,-1,Mike Levin,We must fire ,""
CR11469341552694788097,$T$ is a born-and-raised Coloradan with a record of winning tough races.,WMPID2090,0,18,ad_text,145,1,Brittany Louise Pettersen,"", is a born-and-raised Coloradan with a record of winning tough races.
CR11519657609963503617,$T$ voted to ban abortion in Montana — we have to vote by November 8th to beat him.,WMPID2527,0,10,ad_text,1022,-1,Ryan Zinke,"", voted to ban abortion in Montana — we have to vote by November 8th to beat him.
CR11658479749063245825,Rising crime. Petty theft. Home break-ins. Stolen cars. Where is $T$?,WMPID1223,65,75,ad_text,1085,-1,Susan Wild,Rising crime. Petty theft. Home break-ins. Stolen cars. Where is ,?
CR11663324197295226881,Fight for a woman’s right to choose. Vote for $T$ for Senate.,WMPID1302,46,56,ad_text,1337,1,Mark Kelly,Fight for a woman’s right to choose. Vote for , for Senate.
CR12039033367820238849,"$T$ said ""maybe we should privatize Social Security, right?"" Learn more.",WMPID3907,0,13,ad_text,1208,-1,Blake Masters,""," said ""maybe we should privatize Social Security, right?"" Learn more."
CR12128397824635174913,National Security Prosecutor $T$ (D) is running to unseat Ken Calvert in CA-41,WMPID4731,29,41,ad_text,1181,1,Will Rollins,National Security Prosecutor , (D) is running to unseat Ken Calvert in CA-41
CR12128397824635174913,National Security Prosecutor Will Rollins (D) is running to unseat $T$ in CA-41,WMPID781,67,78,ad_text,657,-1,Ken Calvert,National Security Prosecutor Will Rollins (D) is running to unseat , in CA-41
CR12433968323790635009,$T$ raised your taxes when you can least afford it. Learn the truth.,WMPID827,0,20,ad_text,1050,-1,Sean Patrick Maloney,"", raised your taxes when you can least afford it. Learn the truth.
CR12755697795583705089,$T$ is the leader we need to fix our economy and cut inflation,WMPID848,0,11,ad_text,948,1,Randy Weber,"", is the leader we need to fix our economy and cut inflation
CR13290421911130472449,"As PA's next senator, $T$ will defend union rights and women's rights.",WMPID2065,22,36,ad_text,1295,1,John Karl Fetterman,"As PA's next senator, ", will defend union rights and women's rights.
CR13391006609228955649,Help Buddy $T$ defeat Nancy Pelosi and take back the House!,WMPID882,11,17,ad_text,152,1,Buddy Carter,Help Buddy , defeat Nancy Pelosi and take back the House!
CR13391006609228955649,Help Buddy Carter defeat $T$ and take back the House!,WMPID1052,25,37,ad_text,875,-1,Nancy Pelosi,Help Buddy Carter defeat , and take back the House!
CR13549029519884550145,$T$ is working on fair gas prices for Arizonans so families can get back on track.,WMPID1302,0,10,ad_text,1337,1,Mark Kelly,"", is working on fair gas prices for Arizonans so families can get back on track.
CR13634529743083667457,$T$ is a Tax & Spend liberal - he’ll raise taxes on hard working Americans.,WMPID4650,0,14,ad_text,1330,-1,Mandela Barnes,"", is a Tax & Spend liberal - he’ll raise taxes on hard working Americans.
CR13748540096632586241,Stay Connected with U.S. Representative $T$ and his work representing SC-02,WMPID840,40,50,ad_text,572,1,Joe Wilson,Stay Connected with U.S. Representative , and his work representing SC-02
CR13976503148089442305,Marshall sued $T$ to prohibit government entities from requiring proof of vaccination.,WMPID1289,14,19,ad_text,1437,-1,Joe Biden,Marshall sued , to prohibit government entities from requiring proof of vaccination.
CR14523788084471922689,$T$ is fighting to create jobs & lower prices for Illinois families,WMPID1111,0,11,ad_text,1049,1,Sean Casten,"", is fighting to create jobs & lower prices for Illinois families
CR14707170406188449793,Rising crime. Petty theft. Home break-ins. Stolen cars. Where is $T$?,WMPID945,65,79,ad_text,1133,-1,Tom O'Halleran,Rising crime. Petty theft. Home break-ins. Stolen cars. Where is ,?
CR14891090938846773249,"$T$ is a mom, law professor, state representative, and former engineer.",WMPID3752,0,18,ad_text,192,1,Christina Bohannan,""," is a mom, law professor, state representative, and former engineer."
CR14923906138255654913,Rising crime. Petty theft. Home break-ins. Stolen cars. Where is $T$?,WMPID1103,65,75,ad_text,212,-1,Cindy Axne,Rising crime. Petty theft. Home break-ins. Stolen cars. Where is ,?
CR15022586757092737025,"$T$ has lied to us about how corrupt he is, and now he's lied to federal investigators.",WMPID2527,0,5,ad_text,1022,-1,Ryan Zinke,""," has lied to us about how corrupt he is, and now he's lied to federal investigators."
CR15197939620269522945,The majority of Wisconsin supports the right to choose. $T$ will protect that right.,WMPID2029,56,63,ad_text,65,1,Ann Roe,The majority of Wisconsin supports the right to choose. , will protect that right.
CR15313882021906874369,"As an Emergency Room doctor, $T$ cares deeply about the health of our communities.",WMPID780,29,33,ad_text,951,1,Raul Ruiz,"As an Emergency Room doctor, ", cares deeply about the health of our communities.
CR15676000678956761089,$T$ passed a plan to cap the monthly cost of insulin at $35.,WMPID991,0,11,ad_text,61,1,Angie Craig,"", passed a plan to cap the monthly cost of insulin at $35.
CR15781682438083706881,$T$ Will Fight For Special Interests Spending Millions On His Behalf -- Not Us.,WMPID363,0,7,ad_text,1152,-1,Tyler Kistner,"", Will Fight For Special Interests Spending Millions On His Behalf -- Not Us.
CR15914901465928302593,"$T$ forgave up to $20,000 for eligible student borrowers.Application InformationImpact of Cancelling DebtStudent Loans Added toVolunteer OpportunitiesSupporting Veterans",WMPID1289,0,5,ad_text,1437,1,Joe Biden,""," forgave up to $20,000 for eligible student borrowers.Application InformationImpact of Cancelling DebtStudent Loans Added toVolunteer OpportunitiesSupporting Veterans"
CR16327252205046333441,Donate now to stand with $T$ and stop the Democrats’ failed Socialist agenda.,WMPID273,25,38,ad_text,1074,1,Steve Scalise,Donate now to stand with , and stop the Democrats’ failed Socialist agenda.
CR16486609235623280641,Join $T$ campaign to Defeat Ilhan Omar in 2022,WMPID4126,5,18,ad_text,211,1,Cicely Davis,Join , campaign to Defeat Ilhan Omar in 2022
CR16552013272484675585,$T$ is running for re-election in Illinois' 11th Congressional District. Chip in!,WMPID1115,0,11,ad_text,106,1,Bill Foster,"", is running for re-election in Illinois' 11th Congressional District. Chip in!
CR17246310060326387713,"Help Preserve President $T$'s Legacy for Kids with The Kids Guide to President Trump. Free Kids Guide to Trump, as Part of This Special Offer. Hurry - Supplies Limited. Act Now",WMPID1290,24,29,ad_text,1438,1,Donald Trump,Help Preserve President ,"'s Legacy for Kids with The Kids Guide to President Trump. Free Kids Guide to Trump, as Part of This Special Offer. Hurry - Supplies Limited. Act Now"
CR17246310060326387713,"Help Preserve President Trump's Legacy for Kids with The Kids Guide to President $T$. Free Kids Guide to Trump, as Part of This Special Offer. Hurry - Supplies Limited. Act Now",WMPID1290,81,86,ad_text,1438,1,Donald Trump,Help Preserve President Trump's Legacy for Kids with The Kids Guide to President ,". Free Kids Guide to Trump, as Part of This Special Offer. Hurry - Supplies Limited. Act Now"
CR17246310060326387713,"Help Preserve President Trump's Legacy for Kids with The Kids Guide to President Trump. Free Kids Guide to $T$, as Part of This Special Offer. Hurry - Supplies Limited. Act Now",WMPID1290,107,112,ad_text,1438,1,Donald Trump,Help Preserve President Trump's Legacy for Kids with The Kids Guide to President Trump. Free Kids Guide to ,", as Part of This Special Offer. Hurry - Supplies Limited. Act Now"
CR17318428058784366593,$T$'s anti-choice extremism is wrong for PA,WMPID571,0,8,ad_text,711,-1,Lisa Scheller,"",'s anti-choice extremism is wrong for PA
CR17360451942953779201,$T$ will deliver for our community.,WMPID2153,0,12,ad_text,352,1,Emilia Sykes,"", will deliver for our community.
CR17499777108623228929,Far-Left $T$ proud of releasing a record number of felons from prison early.,WMPID2065,9,25,ad_text,1295,-1,John Karl Fetterman,Far-Left , proud of releasing a record number of felons from prison early.
CR17621718445701726209,$T$ endorsed an abortion ban with no exceptions for rape or incest.,WMPID2001,0,14,ad_text,768,-1,Mark Robertson,"", endorsed an abortion ban with no exceptions for rape or incest.
CR17777699013508726785,$T$ is the only woman in this race.,WMPID1057,0,10,ad_text,66,1,Anna Eshoo,"", is the only woman in this race.
CR18006982372272111617,$T$ holds dangerous far-right views,WMPID4736,0,10,ad_text,583,-1,John Gibbs,"", holds dangerous far-right views
CR18162314228218724353,Phony Politician $T$ accepted nearly $1.5M campaign cash from special interests.,WMPID3297,17,30,ad_text,1224,-1,Cheri Beasley,Phony Politician , accepted nearly $1.5M campaign cash from special interests.
CR18162793340410527745,All eyes are on PA! Republican $T$ can flip PA-07 red. Help her chip in $10 now,WMPID571,31,44,ad_text,711,1,Lisa Scheller,All eyes are on PA! Republican , can flip PA-07 red. Help her chip in $10 now
CR00728345708016435201,PLANNED. PARENTHOOD. ACTION FUND. ENDORSES $T$. DONATE NOW ,WMPID70,43,54,ocr,9,1,Adam Schiff,PLANNED. PARENTHOOD. ACTION FUND. ENDORSES ,. DONATE NOW 
CR00782689413816647681,Where Should $T$'S BUSES. OF ILLEGAL IMMIGRANTS. BE SENT?. TAKE THE SURVEY. PAID FOR BY FRIENDS OF RON DESANTIS ,WMPID1289,13,18,ocr,1437,-1,Joe Biden,Where Should ,'S BUSES. OF ILLEGAL IMMIGRANTS. BE SENT?. TAKE THE SURVEY. PAID FOR BY FRIENDS OF RON DESANTIS 
CR00878279511626481665,FLASH POLL. .... DO YOU. APPROVE. OF $T$?. TELL US HERE ,WMPID1289,37,46,ocr,1437,-1,Joe Biden,FLASH POLL. .... DO YOU. APPROVE. OF ,?. TELL US HERE 
CR02136179431515881473,CITY BEACH!. DON'T LET $T$ LIE ABOUT FLORIDA. STAND WITH GOV. DESANTIS.. DESANTIS. DESANTIS. DRESDOM. LOTTE -. STAND FOR FREEDOM.. HANDS. DESA. ADD YOUR NAME. DOLLAR. SPONSORED BY FRIENDS OF RON DESANTIS. SHOULD ,WMPID1289,23,28,ocr,1437,-1,Joe Biden,CITY BEACH!. DON'T LET , LIE ABOUT FLORIDA. STAND WITH GOV. DESANTIS.. DESANTIS. DESANTIS. DRESDOM. LOTTE -. STAND FOR FREEDOM.. HANDS. DESA. ADD YOUR NAME. DOLLAR. SPONSORED BY FRIENDS OF RON DESANTIS. SHOULD 
CR02192949896917549057,$T$. for. US CONGRESS. Raid. for by l Erik. Oleen. WA ,WMPID4549,0,5,ocr,364,1,Erik Olsen,"",. for. US CONGRESS. Raid. for by l Erik. Oleen. WA 
CR03878009465722634241,MARCO RUBIO'S. ENDORSEMENTS. DESANTIS. POMPEO. $T$. MISSING: YOU!. HALEY. ENDORSE MARCO». PAID FOR BY MARCO RUBIO FOR SENATE ,WMPID1290,47,52,ocr,1438,1,Donald Trump,MARCO RUBIO'S. ENDORSEMENTS. DESANTIS. POMPEO. ,. MISSING: YOU!. HALEY. ENDORSE MARCO». PAID FOR BY MARCO RUBIO FOR SENATE 
CR03878009465722634241,marc. O. rubio. US SENATE $T$,WMPID1290,47,52,ocr,1438,1,Donald Trump,marc. O. rubio. US SENATE ,""
CR05799179604585349121,POLL: Should $T$ Resign?. Yes or No? ,WMPID1289,13,22,ocr,1437,-1,Joe Biden,POLL: Should , Resign?. Yes or No? 
CR10065435078571327489,CITY BEACH!. DON'T LET $T$ LIE ABOUT FLORIDA. STAND WITH GOV. DESANTIS.. DESANTIS. DESANTIS. DRESDOM. LOTTE -. STAND FOR FREEDOM.. HANDS. DESA. ADD YOUR NAME. DOLLAR. SPONSORED BY FRIENDS OF RON DESANTIS. SHOULD ,WMPID1289,23,28,ocr,1437,-1,Joe Biden,CITY BEACH!. DON'T LET , LIE ABOUT FLORIDA. STAND WITH GOV. DESANTIS.. DESANTIS. DESANTIS. DRESDOM. LOTTE -. STAND FOR FREEDOM.. HANDS. DESA. ADD YOUR NAME. DOLLAR. SPONSORED BY FRIENDS OF RON DESANTIS. SHOULD 
CR10257715129416155137,RAND. LIBERTY. FOR ALL. STAND WITH RAND. PAID FOR BY $T$ FOR US SENATE ,WMPID1357,53,62,ocr,1376,1,Rand Paul,RAND. LIBERTY. FOR ALL. STAND WITH RAND. PAID FOR BY , FOR US SENATE 
